"","","","","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 "
"","","","5502322 - St Julians Primary School ",138.40409,201.53141,183.547894,206.343405,309.759333
"","","","5502323 - Ysgol Gymraeg Bro Teyrnon ",71.94492,125.79527,164.795318,135.192559,167.30838
"","","","5502324 - Caerleon Lodge Hill Primary School ",44.6755,33.75951,42.035097,77.707931,96.832128
"","","","5502325 - St Andrew's Primary School ",121.9893,39.61155,38.248153,67.471381,57.374115
"","","","5502326 - Gaer Primary school ",62.56538,60.3785,33.244411,135.308294,81.402481
"","","","5502327 - Duffryn Primary ",".",".",76.756018,150.215212,203.342959
"","","","5502328 - Jubilee Park Primary School ",".",".",46.499402,58.75926,-8.017579
"","","","5502329 - Milton Primary school ",".",".",21.09654,63.550383,24.777093
"","","","5502330 - Glan Llyn Primary School ",".",".",".",".",53.135399
"","","","5503000 - Malpas C.I.W. Junior School ",80.31503,102.43492,0,".","."
"","","","5503001 - Malpas C.I.W. Infant School ",42.38892,26.73204,0,".","."
"","","","5503002 - Malpas Church Primary School ",".",".",69.915308,109.275943,63.612742
"","","","5503300 - St David's R.C. Primary School ",67.09854,79.61048,72.109513,58.426774,67.457304
"","","","5503301 - St Joseph's R.C. Primary School ",35.76017,35.18765,39.654627,47.488133,33.472393
"","","","5503302 - St Mary's R.C. Primary School ",66.97895,89.29182,68.693317,57.890844,58.50299
"","","","5503304 - St Michael's R.C. Primary School ",45.96912,59.50778,20.601846,8.340489,27.136866
"","","","5503305 - St Patrick`s R.C. Primary School ",33.43459,29.72994,45.578094,51.37154,48.321467
"","","","5503306 - St Gabriel's R.C. Primary School ",28.66399,30.00069,36.761881,48.689872,34.230175
"","","","5503307 - St David Lewis R.C. Primary School ",".",".",".",".","."
"","","","5503311 - Caerleon Endowed Junior School ",".",".",".",".","."
"","","","5503312 - Caerleon Endowed Infant school ",".",".",".",".","."
"","","","5503313 - Charles Williams Church in Wales Primary School ",92.99986,72.12213,134.136408,213.471202,224.970347
"","","Newport - Secondary ","",1996.45647,1682.62253,748.086109,-629.46055,-2177.504481
"","","Newport - Secondary ","5504003 - St Julian's Comprehensive School ",235.54515,276.43603,237.305403,-5.495259,-180.82114
"","","","5504020 - Duffryn High School ",172.79542,81.9398,81.747991,132.838979,76.129971
"","","","5504021 - Llanwern High School ",491.18031,245.59188,138.830448,28.466669,-290.420741
"","","","5504025 - Newport High School ",161.21264,115.97977,15.410425,-45.926642,-233.397184
"","","","5504026 - Lliswerry High School ",218.27915,46.5437,-255.561241,-547.907229,-754.031095
"","","","5504030 - Bassaleg School ",419.11655,489.36027,317.849988,287.615438,218.5313
"","","","5504059 - Caerleon Comprehensive School ",55.79464,136.0703,-109.029966,-736.609017,-1064.560838
"","","","5504060 - Ysgol Gyfun Gwent Is Coed ",".",44.0816,142.360766,77.215699,-39.384893
"","","","5504602 - St Joseph's  R.C.High School ",242.53261,246.61918,179.172295,180.340812,90.450139
"","","Newport - Middle ","",".",".",".",".","."
"","","Newport - Special ","",96.71924,-21.33703,107.53169,89.469879,-4.67658299999999
"","","Newport - Special ","5507002 - Maes Ebbw School ",96.71924,-21.33703,-13.992553,25.565385,-117.593976
"","","","5507004 - Ysgol Bryn Derw ",".",".",121.524243,63.904494,112.917393
"","Cardiff ","","",2521.606,4242.866,7319.066,5658.254,5815.91724
"","Cardiff ","Cardiff - Nursery ","",201.126,250.499,253.592,222.122,145.05694
"","","Cardiff - Nursery ","5521003 - Grangetown Nursery School ",82.267,74.353,94.403,123.971,63.48847
"","","","5521005 - Moorland Nursery School ",".",".",".",".","."
"","","","5521007 - Vachell Nursery School ",".",".",".",".","."
"","","","5521016 - Caerau Nursery School ",".",".",".",".","."
"","","","5521017 - Tremorfa Nursery School ",53.463,41.309,30.272,17.797,16.6938
"","","","5521018 - Integrated Children's Centre ",65.396,134.837,128.917,80.354,64.87467
"","","Cardiff - Primary ","",4025.765,4985.446,6660.386,5299.744,4558.94943
"","","Cardiff - Primary ","5522001 - Millbank Primary School ",57.712,67.593,51.319,23.992,18.35334
"","","","5522003 - Adamsdown Primary School ",-1.585,46.829,60.127,102.657,62.54198
"","","","5522005 - Albany Primary School ",64.974,55.801,117.862,50.207,24.82299
"","","","5522007 - Allensbank Primary School ",81.374,81.582,62.72,5.578,33.91635
"","","","5522009 - Baden Powell Primary School ",36.007,57.628,94.36,73.224,-43.05208
"","","","5522011 - Birchgrove Primary School ",92.72,126.718,146.238,152.054,158.80856
"","","","5522015 - Trelai Primary School ",25.895,118.913,172.16,123.508,52.91904
"","","","5522017 - Fairwater Primary School ",-4.18,26.605,31.014,52.394,65.33865
"","","","5522019 - Gabalfa Primary School ",60.933,51.136,20.159,22.845,38.94344
"","","","5522021 - Gladstone Junior School ",".",".",".",".","."
"","","","5522022 - Gladstone Infant School ",".",".",".",".","."
"","","","5522023 - Grangetown Junior School ",".",".",".",".","."
"","","","5522024 - Grangetown Infants School ",".",".",".",".","."
"","","","5522025 - Hawthorn Junior School ",".",".",".",".","."
"","","","5522026 - Hawthorn Infant School ",".",".",".",".","."
"","","","5522027 - Herbert Thompson Junior School ",".",".",".",".","."
"","","","5522028 - Herbert Thompson Infant School ",".",".",".",".","."
"","","","5522029 - Hywel Dda Junior School ",".",".",".",".","."
"","","","5522030 - Hywel Dda Infant School ",".",".",".",".","."
"","","","5522031 - Kitchener Primary School ",20.457,28.298,39.368,128.224,37.62755
"","","","5522033 - Lansdowne Primary School ",0.013,8.16,80.947,112.504,71.92662
"","","","5522035 - Marlborough Junior School ",".",".",".",".","."
"","","","5522036 - Marlborough  Infant School ",".",".",".",".","."
"","","","5522037 - Moorland Primary School ",44.056,49.413,90.687,52.521,38.4716
"","","","5522039 - Radnor Primary School ",25.778,57.295,35.41,44.263,59.73251
"","","","5522041 - Rhydypenau Primary School ",102.836,90.88,115.673,116.502,86.46935
"","","","5522043 - Roath Park Primary School ",34.94,65.796,49.331,112.249,113.52021
"","","","5522045 - Greenway Primary School ",70.312,108.711,130.234,131.933,118.84557
"","","","5522048 - Severn Junior School ",".",".",".",".","."
"","","","5522049 - Severn Infants School ",".",".",".",".","."
"","","","5522050 - Stacey Primary School ",27.804,50.877,56.638,30.544,26.06151
"","","","5522052 - Ton-yr-Ywen Primary School ",65.839,46.917,51.759,-25.294,2.44916
"","","","5522056 - Windsor Clive Junior School ",".",".",".",".","."
"","","","5522057 - Windsor Clive Infant School ",".",".",".",".","."
"","","","5522058 - Caerau Infant School ",".",".",".",".","."
"","","","5522061 - Peter Lea Primary School ",-18.017,37.583,88.972,28.976,27.4355
"","","","5522063 - Cefn Onn Primary School ",".",".",".",".","."
"","","","5522065 - Bryn Hafod Primary School ",27.031,44.668,89.198,136.993,91.17069
"","","","5522068 - Cwrt-Yr-Ala Junior School ",".",".",".",".","."
"","","","5522069 - Pen-y-Bryn Primary School ",41.422,53.609,106.781,53.174,50.5952
"","","","5522070 - Rumney Junior School ",".",".",".",".","."
"","","","5522071 - Rumney Infant School ",".",".",".",".","."
"","","","5522072 - Coed Glas Primary School ",122.056,56.813,175.604,74.058,54.7264
"","","","5522073 - Glan-Yr-Afon Junior School ",".",".",".",".","."
"","","","5522074 - Lakeside Primary School ",79.704,148.747,182.675,90.226,79.77846
"","","","5522075 - Pentrebane Primary School ",42.793,-21.264,59.473,8.579,35.84085
"","","","5522082 - Glan-Yr-Afon Infant School ",".",".",".",".","."
"","","","5522083 - Trowbridge Infant School ",".",".",".",".","."
"","","","5522084 - Mount Stuart Primary ",104.498,121.885,86.092,94.85,103.73345
"","","","5522085 - Eglwys Newydd Primary School ",".",".",".",".","."
"","","","5522088 - Eglwys Wen Primary School ",".",".",".",".","."
"","","","5522090 - Llanishen Fach Primary School ",50.462,41.665,61.395,23.152,46.01822
"","","","5522092 - Rhiwbeina Primary School ",135.1,102.202,162.259,127.273,88.41963
"","","","5522092.1 - Rhiwbina Junior School ",".",".",".",".","."
"","","","5522093 - Rhiwbina Infants ",".",".",".",".","."
"","","","5522094 - Llanedeyrn Primary School ",41.515,1.755,56.091,33.639,-2.47428
"","","","5522096 - Springwood Primary School ",61.285,78.804,44.696,15.62,44.88581
"","","","5522101 - Ninian Park Primary School ",61.796,78.385,132.888,138.481,141.41673
"","","","5522102 - Trowbridge Junior School ",".",".",".",".","."
"","","","5522103 - Viriamu Jones Primary School ",".",".",".",".","."
"","","","5522104 - Coryton Primary School ",23.768,48.754,26.909,11.339,11.33864
"","","","5522105 - Glyncoed Infant School ",".",".",".",".","."
"","","","5522106 - Glyncoed Junior School ",".",".",".",".","."
"","","","5522107 - Bryn Celyn Primary School ",37.901,86.31,72.511,55.17,18.1865
"","","","5522111 - Ysgol Gynradd Gwaelod-Y-Garth Primary School ",42.287,26.899,31.648,21.78,-1.44501
"","","","5522132 - Radyr Primary School ",29.332,47.376,86.214,43.497,40.00367
"","","","5522137 - Tongwynlais Primary School ",17.453,36.43,34.172,25.687,14.83063
"","","","5522147 - Llysfaen Primary School ",93.61,88.566,101.126,54.955,63.22844
"","","","5522153 - Bryn Deri Primary School ",21.43,51.69,21.797,13.109,20.09804
"","","","5522158 - Danescourt Junior School ",".",".",".",".","."
"","","","5522164 - Oakfield Primary School ",67.527,76.273,123.473,102.546,112.34076
"","","","5522166 - Ysgol Gymraeg Melin Gruffydd ",52.191,39.129,98.338,93.252,74.16483
"","","","5522169 - Ysgol Y Wern ",49.52,54.433,98.549,90.449,135.51427
"","","","5522170 - Ysgol Gymraeg Coed-Y-Gof ",59.297,10.453,7.37,28.556,81.65404
"","","","5522171 - Ysgol Bro Eirwg ",58.227,52.198,65.49,87.742,66.87316
"","","","5522172 - Danescourt Infant School ",".",".",".",".","."
"","","","5522173 - Ysgol Gymraeg Treganna ",54.35,99.776,141.321,121.76,69.80025
"","","","5522174 - Willowbrook Primary School ",39.862,73.287,94.315,52.576,42.27378
"","","","5522175 - Pentyrch Primary School ",21.943,33.951,23.539,-2.386,-1.37644
"","","","5522176 - Thornhill  Primary School ",34.053,9.345,33.022,26.789,-7.59617
"","","","5522177 - Ysgol Pencae ",28.553,21.354,67.382,98.066,76.60912
"","","","5522179 - Meadowlane Primary School ",62.623,29.499,44.468,1.153,32.33574
"","","","5522180 - Ysgol Mynydd Bychan ",5.203,42.821,47.469,38.806,32.51373
"","","","5522305 - Creigiau Primary School ",46.36,56.147,74.963,52.742,61.99319
"","","","5522306 - Ysgol Gymraeg Pwll Coch ",-12.117,42.818,76.022,104.883,31.73002
"","","","5522308 - Ysgol Y Berllan Deg ",-19.84,12.04,83.671,54.9,20.94338
"","","","5522309 - Gladstone Primary ",80.02,13.397,38.253,28.5,40.56721
"","","","5522310 - Glan-yr-Afon Primary School ",10.699,7.599,24.021,-64.893,-26.77291
"","","","5522311 - Grangetown Primary School ",94.043,129.347,73.299,28.25,55.86259
"","","","5522312 - Herbert Thompson Primary ",52.628,37.6,-5.773,43.038,50.36282
"","","","5522313 - Ysgol Glan Morfa ",22.875,18.177,80.549,47.917,38.38462
"","","","5522314 - Ysgol Pen Y Pil ",14.946,14.741,25.81,24.077,10.55301
"","","","5522315 - Ysgol Gymraeg Nant Caerau ",2.632,17.603,47.307,53.68,29.74792
"","","","5522316 - Ysgol Tan-yr-Eos ",".",".",".",".","."
"","","","5522317 - Rumney Primary School ",47.425,32.266,48.092,43.499,-41.18322
"","","","5522318 - Windsor Clive Primary School ",101.803,89.822,161.62,102.409,61.6122
"","","","5522319 - Severn Primary School ",96.126,73.587,87.948,54.194,37.71569
"","","","5522320 - Hawthorn Primary School ",30.007,32.64,106.429,42.967,73.66802
"","","","5522321 - Danescourt Primary School ",-49.085,-44.499,15.99,34.207,-13.91038
"","","","5522322 - Hywel Dda Primary School ",91.272,75.354,112.329,112.705,83.48343
"","","","5522323 - Ysgol Gynradd Gymraeg Pen-Y-Groes ",70.865,42.984,92.612,34.086,43.17527
"","","","5522324 - Trowbridge Primary School ",6.369,12.55,-20.575,85.712,55.90889
"","","","5522325 - Ysgol Glan Ceubal ",6.118,-18.148,12.937,24.33,0.87588
"","","","5522326 - Marlborough Primary School ",81.112,64.851,73.187,17.189,52.38959
"","","","5522327 - Pencaerau Primary school ",46.115,49.962,49.259,19.883,44.3055
"","","","5522328 - Glyncoed Primary School ",22.473,117.552,95.577,47.667,75.88323
"","","","5522329 - Whitchurch Primary School ",184.736,189.3,122.947,228.952,248.20289
"","","","5522330 - Pontprennau Primary School ",-0.19,20.865,-67.183,-28.705,-52.91387
"","","","5522331 - Howardian Primary School ",98.976,139.01,150.485,92.489,73.31279
"","","","5522332 - Ysgol Gynradd Gymraeg Hamadryad ",".",69.658,88.721,78.308,28.86548
"","","","5523000 - St Mellons C.I.W. Primary School ",25.978,31.58,44.386,46.054,35.03804
"","","","5523321 - St Alban's R.C. Primary School ",-42.295,-23.969,21.517,-0.157,-4.44697
"","","","5523323 - St Cuthbert's R.C. Primary School ",44.597,64.97,47.655,102.324,39.11566
"","","","5523326 - St Francis R.C. Junior School ",".",".",".",".","."
"","","","5523327 - St Francis R.C. Infant School ",".",".",".",".","."
"","","","5523328 - St Joseph's R.C. Primary School ",-111.17,-66.335,8.836,11.206,60.2678
"","","","5523330 - St Mary's R.C. Primary School ",-6.659,60.449,48.736,23.991,0.16985
"","","","5523332 - St Patrick's R.C. Primary School ",17.777,3.115,-7.755,16.082,0.01805
"","","","5523334 - St Peter's R.C. Primary School ",121.293,180.39,187.254,23.265,132.37146
"","","","5523336 - St Cadoc's Catholic Primary School ",46.727,63.638,76.152,35.211,86.27901
"","","","5523338 - St Anne's C.I.W. Infant School ",".",".",".",".","."
"","","","5523341 - St Monica's C.I.W. Primary School ",-20.82,-1.695,19.97,-5.191,42.50749
"","","","5523343 - St Paul's C.I.W. Primary School ",43.95,43.655,62.578,2.33,25.48271
"","","","5523344 - Tredegarville C.I.W. Primary School ",25.468,20.537,57.663,36.166,48.66805
"","","","5523346 - Llandaff City C.I.W. Primary School ",26.53,55.15,35.563,46.942,57.10791
"","","","5523351 - Christ The King R.C. Primary School ",48.674,41.477,43.612,45.146,77.31072
"","","","5523353 - St John Lloyd R.C. Primary School ",65.295,87.952,101.001,92.242,53.77095
"","","","5523354 - Holy Family R.C. Primary School ",27.662,22.491,50.692,79.857,45.13508
"","","","5523355 - St Mary The Virgin C.I.W. Primary School ",23.194,40.317,40.033,17.703,11.81842
"","","","5523357 - All Saints C.I.W. Primary School ",32.469,3.584,34.371,54.966,52.37715
"","","","5523366 - St Fagans C.I.W. Primary School ",20.152,20.306,23.689,29.524,31.28974
"","","","5523370 - St Bernadette's R.C. Primary School ",18.447,38.358,75.331,82.987,82.08956
"","","","5523371 - St David's C.I.W. Primary School ",-6.096,16.703,27.183,25.091,38.29315
"","","","5523373 - Bishop Childs C.I.W. Primary School ",28.897,46.175,43.753,34.593,-2.81176
"","","","5523374 - St Phillip Evans R.C. Primary School ",79.791,65.688,53.44,0.455,-0.88268
"","","","5523375 - St Francis R.C. Primary School ",34.876,61.139,44.986,36.199,-47.37419
"","","Cardiff - Secondary ","",-2214.043,-1601.42,-495.675,-556.849,607.43447
"","","Cardiff - Secondary ","5524030 - Rumney High School ",".",".",".",".","."
"","","","5524035 - Glyn Derw High School ",-201.989,-201.989,0,".","."
"","","","5524039 - Cardiff High School ",-23.403,30.497,160.108,186.861,634.60691
"","","","5524040 - Glan Ely High School ",".",".",".",".","."
"","","","5524041 - Willows High School ",57.794,134.82,-77.07,-65.279,51.27269
"","","","5524042 - Fitzalan High School ",16.866,-1.101,0.201,34.902,32.67128
"","","","5524047 - Llanedeyrn High School ",".",".",".",".","."
"","","","5524049 - Cantonian High School ",-1108.993,-891.013,-868.864,-778.443,-749.50082
"","","","5524050 - Whitchurch High School ",".",".",".",".","."
"","","","5524051 - Llanishen High School ",-144.596,-40.324,64.585,146.19,7.7323
"","","","5524052 - Llanrumney High School ",".",".",".",".","."
"","","","5524054 - Cathays High School ",145.659,15.087,0.923,28.152,39.23559
"","","","5524070 - Radyr Comprehensive School ",85.485,103.723,64.435,10.41,38.71768
"","","","5524071 - Ysgol Gyfun Gymraeg Glantaf ",131.341,55.536,-351.484,-308.819,-120.44639
"","","","5524072 - Ysgol Gyfun Gymraeg Plasmawr ",-20.995,70.275,55.053,-34.076,-0.09885
"","","","5524073 - Michaelston Community College ",-1069.846,-1219.098,0,".","."
"","","","5524074 - Ysgol Gyfun Gymraeg Bro Edern ",80.879,84.742,-26.751,46.936,177.06673
"","","","5524075 - Cardiff West Community High School ",".",".",62.962,-53.888,-310.318
"","","","5524076 - Eastern High School ",121.645,119.984,110.674,237.965,186.78957
"","","","5524600 - St Illtyd's Catholic High School ",-122.555,-26.619,31.876,59.942,34.4421
"","","","5524607 - Mary Immaculate High School ",106.07,100.833,94.312,156.864,262.68842
"","","","5524608 - The Bishop Of Llandaff C.I.W. High School ",-212.229,15.618,34.496,12.277,18.64876
"","","","5524609 - St Teilo's C.I.W. High School ",143.142,102.804,147.38,53.328,219.87897
"","","","5524611 - Corpus Christi Catholic High School ",98.907,137.533,182.416,208.968,196.01555
"","","","5525403 - Whitchurch High School ",-297.225,-192.728,-180.927,-499.139,-111.96802
